DATE,DTWEXB
2011-10-27,97.0622
2011-10-28,96.8944
2011-10-31,97.5049
2011-11-01,99.0192
2011-11-02,98.5480
2011-11-03,98.5906
2011-11-04,98.5798
2011-11-07,98.6567
2011-11-08,98.4441
2011-11-09,98.9531
2011-11-10,99.1436
2011-11-11,.
2011-11-14,98.9969
2011-11-15,99.3704
2011-11-16,99.3901
2011-11-17,99.4559
2011-11-18,99.6522
2011-11-21,100.2852
2011-11-22,100.3064
2011-11-23,101.0347
2011-11-24,.
2011-11-25,101.4591
2011-11-28,100.8373
2011-11-29,100.5422
2011-11-30,99.7880
2011-12-01,99.5104
2011-12-02,99.6261
2011-12-05,99.3894
2011-12-06,99.5695
2011-12-07,99.5257
2011-12-08,99.9521
2011-12-09,99.9125
2011-12-12,100.6359
2011-12-13,100.8487
2011-12-14,101.5096
2011-12-15,101.1951
2011-12-16,101.1008
2011-12-19,101.1580
2011-12-20,100.7360
2011-12-21,100.8146
2011-12-22,100.6811
2011-12-23,100.6692
2011-12-26,.
2011-12-27,100.7003
2011-12-28,101.1097
2011-12-29,101.0114
2011-12-30,100.6814
2012-01-02,.
2012-01-03,99.9983
2012-01-04,100.2760
2012-01-05,100.8177
2012-01-06,100.9544
2012-01-09,100.9832
2012-01-10,100.4893
2012-01-11,100.7867
2012-01-12,100.4511
2012-01-13,100.7487
2012-01-16,.
2012-01-17,100.2357
2012-01-18,99.9051
2012-01-19,99.5473
2012-01-20,99.5942
2012-01-23,99.2081
2012-01-24,99.4098
2012-01-25,99.4968
2012-01-26,98.6173
2012-01-27,98.4587
2012-01-30,98.6858
2012-01-31,98.7343
2012-02-01,98.2867
2012-02-02,98.0343
2012-02-03,98.0130
2012-02-06,97.9713
2012-02-07,97.7652
2012-02-08,97.7969
2012-02-09,97.7802
2012-02-10,98.2644
2012-02-13,98.0473
2012-02-14,98.3724
2012-02-15,98.3703
2012-02-16,98.5215
2012-02-17,98.4276
2012-02-20,.
2012-02-21,98.1963
2012-02-22,98.4202
2012-02-23,98.2856
2012-02-24,98.0894
2012-02-27,98.1476
2012-02-28,97.9922
2012-02-29,97.9393
2012-03-01,97.9887
2012-03-02,98.3299
2012-03-05,98.4806
2012-03-06,99.0238
2012-03-07,98.8859
2012-03-08,98.4680
2012-03-09,98.6310
2012-03-12,98.8817
2012-03-13,98.7638
2012-03-14,99.1791
2012-03-15,99.0172
2012-03-16,98.7643
2012-03-19,98.5292
2012-03-20,98.8510
2012-03-21,98.9223
2012-03-22,99.0344
2012-03-23,98.8369
2012-03-26,98.5622
2012-03-27,98.5098
2012-03-28,98.8227
2012-03-29,98.9584
2012-03-30,98.6740
2012-04-02,98.4653
2012-04-03,98.3978
2012-04-04,99.0436
2012-04-05,99.1086
2012-04-06,99.1616
2012-04-09,99.1984
2012-04-10,99.5048
2012-04-11,99.4034
2012-04-12,98.9998
2012-04-13,99.2705
2012-04-16,99.4637
2012-04-17,99.0011
2012-04-18,99.1818
2012-04-19,99.3349
2012-04-20,99.0651
2012-04-23,99.3398
2012-04-24,99.0768
2012-04-25,99.0191
2012-04-26,98.8982
2012-04-27,98.5848
2012-04-30,98.5658
2012-05-01,98.5606
2012-05-02,98.8454
2012-05-03,98.9241
2012-05-04,99.2840
2012-05-07,99.3290
2012-05-08,99.6617
2012-05-09,100.0256
2012-05-10,99.9735
2012-05-11,99.9963
2012-05-14,100.5465
2012-05-15,100.8229
2012-05-16,101.2132
2012-05-17,101.2532
2012-05-18,101.4284
2012-05-21,101.3744
2012-05-22,101.3870
2012-05-23,102.1850
2012-05-24,102.1124
2012-05-25,102.2765
2012-05-28,.
2012-05-29,102.2100
2012-05-30,102.6514
2012-05-31,103.0380
2012-06-01,103.0557
2012-06-04,102.8528
2012-06-05,102.9438
2012-06-06,102.3600
2012-06-07,102.1088
2012-06-08,102.5314
2012-06-11,102.3696
2012-06-12,102.4066
2012-06-13,102.1715
2012-06-14,102.1600
2012-06-15,101.8646
2012-06-18,101.9669
2012-06-19,101.3886
2012-06-20,101.5053
2012-06-21,101.9878
2012-06-22,102.2875
2012-06-25,102.5296
2012-06-26,102.3459
2012-06-27,102.2112
2012-06-28,102.3432
2012-06-29,101.2362
2012-07-02,101.2680
2012-07-03,100.9843
2012-07-04,.
2012-07-05,101.5378
2012-07-06,102.0288
2012-07-09,102.0267
2012-07-10,101.8737
2012-07-11,101.9290
2012-07-12,102.2591
2012-07-13,101.8950
2012-07-16,101.7199
2012-07-17,101.6817
2012-07-18,101.4210
2012-07-19,101.3719
2012-07-20,101.6909
2012-07-23,102.2785
2012-07-24,102.6167
2012-07-25,102.4038
2012-07-26,101.7149
2012-07-27,101.2814
2012-07-30,101.3949
2012-07-31,101.1565
2012-08-01,101.2042
2012-08-02,101.7390
2012-08-03,100.9294
2012-08-06,100.7352
2012-08-07,100.8216
2012-08-08,100.8456
2012-08-09,100.9088
2012-08-10,100.8277
2012-08-13,100.9145
2012-08-14,100.9375
2012-08-15,101.0187
2012-08-16,100.9253
2012-08-17,101.0568
2012-08-20,100.9736
2012-08-21,100.6483
2012-08-22,100.7690
2012-08-23,100.4250
2012-08-24,100.6010
2012-08-27,100.6481
2012-08-28,100.5452
2012-08-29,100.7349
2012-08-30,100.9716
2012-08-31,100.5155
2012-09-03,.
2012-09-04,100.5015
2012-09-05,100.4661
2012-09-06,100.2385
2012-09-07,99.6825
2012-09-10,99.6386
2012-09-11,99.3869
2012-09-12,99.3626
2012-09-13,99.2751
2012-09-14,98.4173
2012-09-17,98.5633
2012-09-18,98.7949
2012-09-19,98.7463
2012-09-20,99.0395
2012-09-21,98.8094
2012-09-24,99.1061
2012-09-25,98.8832
2012-09-26,99.2677
2012-09-27,99.0141
2012-09-28,99.0645
2012-10-01,98.9306
2012-10-02,98.8762
2012-10-03,99.0969
2012-10-04,98.7206
2012-10-05,98.5214
2012-10-08,.
2012-10-09,99.1055
2012-10-10,99.1190
2012-10-11,98.9701
2012-10-12,98.8964
2012-10-15,98.8602
2012-10-16,98.7520
2012-10-17,98.4235
2012-10-18,98.5681
2012-10-19,98.9780
2012-10-22,98.9697
2012-10-23,99.2727
2012-10-24,99.3134
2012-10-25,99.1990
2012-10-26,99.3173
2012-10-29,99.4935
2012-10-30,99.2473
2012-10-31,99.3239
2012-11-01,99.2934
2012-11-02,99.4538
2012-11-05,99.6536
2012-11-06,99.4647
2012-11-07,99.6112
2012-11-08,99.6984
2012-11-09,99.8385
2012-11-12,.
2012-11-13,99.8716
2012-11-14,99.9266
2012-11-15,100.0339
2012-11-16,100.1683
2012-11-19,99.7189
2012-11-20,99.7054
2012-11-21,99.8123
2012-11-22,.
2012-11-23,99.4219
2012-11-26,99.4278
2012-11-27,99.4134
2012-11-28,99.4892
2012-11-29,99.3638
2012-11-30,99.2551
2012-12-03,99.1645
2012-12-04,99.1264
2012-12-05,99.0970
2012-12-06,99.2221
2012-12-07,99.2048
2012-12-10,99.1229
2012-12-11,99.0177
2012-12-12,98.9580
2012-12-13,98.9549
2012-12-14,98.9031
2012-12-17,98.8148
2012-12-18,98.7045
2012-12-19,98.6734
2012-12-20,98.7819
2012-12-21,99.1309
2012-12-24,99.2165
2012-12-25,.
2012-12-26,99.2429
2012-12-27,99.2797
2012-12-28,99.2148
2012-12-31,99.2671
2013-01-01,.
2013-01-02,98.8702
2013-01-03,98.9773
2013-01-04,99.2813
2013-01-07,99.1576
2013-01-08,99.2234
2013-01-09,99.1691
2013-01-10,98.8048
2013-01-11,98.6939
2013-01-14,98.6420
2013-01-15,98.6643
2013-01-16,98.7287
2013-01-17,98.6660
2013-01-18,98.9855
2013-01-21,.
2013-01-22,98.9066
2013-01-23,98.9463
2013-01-24,99.0151
2013-01-25,99.1996
2013-01-28,99.3742
2013-01-29,99.0729
2013-01-30,99.0197
2013-01-31,98.9533
2013-02-01,98.8511
2013-02-04,99.1454
2013-02-05,99.0328
2013-02-06,99.1843
2013-02-07,99.4653
2013-02-08,99.4836
2013-02-11,99.7504
2013-02-12,99.5809
2013-02-13,99.5581
2013-02-14,99.6520
2013-02-15,99.7299
2013-02-18,.
2013-02-19,99.7817
2013-02-20,99.9174
2013-02-21,100.3043
2013-02-22,100.3708
2013-02-25,100.4290
2013-02-26,100.6556
2013-02-27,100.4597
2013-02-28,100.5103
2013-03-01,100.8282
2013-03-04,100.8563
2013-03-05,100.7097
2013-03-06,100.8051
2013-03-07,100.7592
2013-03-08,100.8340
2013-03-11,100.7491
2013-03-12,100.5911
2013-03-13,100.6824
2013-03-14,100.7032
2013-03-15,100.3728
2013-03-18,100.5899
2013-03-19,100.7712
2013-03-20,100.6559
2013-03-21,100.5869
2013-03-22,100.4650
2013-03-25,100.5568
2013-03-26,100.4808
2013-03-27,100.7027
2013-03-28,100.5188
2013-03-29,100.5565
2013-04-01,100.4253
2013-04-02,100.3898
2013-04-03,100.3560
2013-04-04,100.6680
2013-04-05,100.3877
2013-04-08,100.5131
2013-04-09,100.2427
2013-04-10,100.2258
2013-04-11,99.9724
2013-04-12,100.0677
2013-04-15,100.1923
2013-04-16,100.0717
2013-04-17,100.3612
2013-04-18,100.4063
2013-04-19,100.4434
2013-04-22,100.5941
2013-04-23,100.6197
2013-04-24,100.6858
2013-04-25,100.2696
2013-04-26,100.1284
2013-04-29,99.8723
2013-04-30,99.6081
2013-05-01,99.6741
2013-05-02,99.8485
2013-05-03,99.7387
2013-05-06,99.8672
2013-05-07,99.7261
2013-05-08,99.3735
2013-05-09,99.4857
2013-05-10,100.4570
2013-05-13,100.4875
2013-05-14,100.5721
2013-05-15,100.9813
2013-05-16,100.8861
2013-05-17,101.3582
2013-05-20,101.2263
2013-05-21,101.1390
2013-05-22,101.4666
2013-05-23,101.3947
2013-05-24,101.4562
2013-05-27,.
2013-05-28,101.7539
2013-05-29,101.7159
2013-05-30,101.6274
2013-05-31,101.8269
2013-06-03,101.3869
2013-06-04,101.5176
2013-06-05,101.4877
2013-06-06,101.0663
2013-06-07,100.8522
2013-06-10,101.2580
2013-06-11,101.0789
2013-06-12,100.7483
2013-06-13,100.6102
2013-06-14,100.4331
2013-06-17,100.5793
2013-06-18,100.8035
2013-06-19,100.7389
2013-06-20,102.4098
2013-06-21,102.7028
2013-06-24,102.8686
2013-06-25,102.6056
2013-06-26,102.6665
2013-06-27,102.5044
2013-06-28,102.5380
2013-07-01,102.3226
2013-07-02,102.6238
2013-07-03,102.7094
2013-07-04,.
2013-07-05,103.2779
2013-07-08,103.2136
2013-07-09,103.1475
2013-07-10,102.9628
2013-07-11,102.1588
2013-07-12,102.2149
2013-07-15,102.1820
2013-07-16,101.7238
2013-07-17,101.7473
2013-07-18,101.9061
2013-07-19,101.7049
2013-07-22,101.4611
2013-07-23,101.4008
2013-07-24,101.5633
2013-07-25,101.5430
2013-07-26,101.4244
2013-07-29,101.4266
2013-07-30,101.6514
2013-07-31,101.8251
2013-08-01,102.0504
2013-08-02,101.8267
2013-08-05,101.7406
2013-08-06,101.5585
2013-08-07,101.5100
2013-08-08,101.0897
2013-08-09,101.0887
2013-08-12,101.1704
2013-08-13,101.7361
2013-08-14,101.6505
2013-08-15,101.7715
2013-08-16,101.6917
2013-08-19,101.9552
2013-08-20,101.8468
2013-08-21,102.3298
2013-08-22,102.5600
2013-08-23,102.2212
2013-08-26,102.4578
2013-08-27,102.6865
2013-08-28,102.6979
2013-08-29,102.9091
2013-08-30,103.0227
2013-09-02,.
2013-09-03,103.2455
2013-09-04,102.8677
2013-09-05,103.2053
2013-09-06,102.5591
2013-09-09,102.3162
2013-09-10,102.2471
2013-09-11,102.0214
2013-09-12,101.8931
2013-09-13,101.9719
2013-09-16,101.5909
2013-09-17,101.5177
2013-09-18,101.5564
2013-09-19,100.6621
2013-09-20,100.8676
2013-09-23,100.8939
2013-09-24,101.0544
2013-09-25,101.0647
2013-09-26,101.2972
2013-09-27,101.2772
2013-09-30,101.2425
2013-10-01,101.2551
2013-10-02,101.0722
2013-10-03,101.0421
2013-10-04,100.9285
2013-10-07,100.9553
2013-10-08,101.0453
2013-10-09,101.3551
2013-10-10,101.1197
2013-10-11,101.1244
2013-10-14,.
2013-10-15,100.9964
2013-10-16,100.9160
2013-10-17,100.2627
2013-10-18,100.2303
2013-10-21,100.4848
2013-10-22,100.1976
2013-10-23,100.2975
2013-10-24,100.3888
2013-10-25,100.3541
2013-10-28,100.3829
2013-10-29,100.5044
2013-10-30,100.5098
2013-10-31,100.9573
2013-11-01,101.3904
2013-11-04,101.1754
2013-11-05,101.4592
2013-11-06,101.3404
2013-11-07,101.6460
2013-11-08,101.9044
2013-11-11,.
2013-11-12,102.0260
2013-11-13,101.7543
2013-11-14,101.6932
2013-11-15,101.5531
2013-11-18,101.2450
2013-11-19,101.3259
2013-11-20,101.5290
2013-11-21,101.8491
2013-11-22,101.6989
2013-11-25,101.8260
2013-11-26,101.8097
2013-11-27,101.9880
2013-11-28,.
2013-11-29,101.9382
2013-12-02,102.1892
2013-12-03,102.1301
2013-12-04,102.1956
2013-12-05,101.7861
2013-12-06,101.6772
2013-12-09,101.4011
2013-12-10,101.3380
2013-12-11,101.3559
2013-12-12,101.6964
2013-12-13,101.6320
2013-12-16,101.4982
2013-12-17,101.5727
2013-12-18,101.7045
2013-12-19,102.0389
2013-12-20,102.0250
2013-12-23,101.8811
2013-12-24,101.9863
2013-12-25,.
2013-12-26,102.0824
2013-12-27,102.0068
2013-12-30,101.7971
2013-12-31,101.8590
2014-01-01,.
2014-01-02,102.1103
2014-01-03,102.1548
2014-01-06,102.2205
2014-01-07,102.3396
2014-01-08,102.5153
2014-01-09,102.6219
2014-01-10,102.2769
2014-01-13,102.1548
2014-01-14,102.2840
2014-01-15,102.6096
2014-01-16,102.8309
2014-01-17,102.8671
2014-01-20,.
2014-01-21,102.9880
2014-01-22,103.1598
2014-01-23,103.1702
2014-01-24,103.1923
2014-01-27,103.2561
2014-01-28,103.2212
2014-01-29,103.2065
2014-01-30,103.4784
2014-01-31,103.5382
2014-02-03,103.6114
2014-02-04,103.3946
2014-02-05,103.3636
2014-02-06,103.0534
2014-02-07,103.0979
2014-02-10,103.0635
2014-02-11,102.9863
2014-02-12,102.9732
2014-02-13,102.8824
2014-02-14,102.6363
2014-02-17,.
2014-02-18,102.5705
2014-02-19,102.7644
2014-02-20,103.0535
2014-02-21,103.0297
2014-02-24,102.8097
2014-02-25,102.9155
2014-02-26,103.2120
2014-02-27,103.1222
2014-02-28,102.8555
2014-03-03,103.0763
2014-03-04,103.1185
2014-03-05,102.9244
2014-03-06,102.4346
2014-03-07,102.7033
2014-03-10,102.8321
2014-03-11,102.8513
2014-03-12,102.9306
2014-03-13,102.6533
2014-03-14,102.7204
2014-03-17,102.6943
2014-03-18,102.7720
2014-03-19,102.8790
2014-03-20,103.5496
2014-03-21,103.4122
2014-03-24,103.2731
2014-03-25,103.1549
2014-03-26,103.0579
2014-03-27,102.8787
2014-03-28,102.9109
2014-03-31,102.7788
2014-04-01,102.6357
2014-04-02,102.8309
2014-04-03,103.0416
2014-04-04,102.7456
2014-04-07,102.6225
2014-04-08,102.1750
2014-04-09,102.1842
2014-04-10,102.0372
2014-04-11,102.1599
2014-04-14,102.3483
2014-04-15,102.4997
2014-04-16,102.4897
2014-04-17,102.4285
2014-04-18,102.4996
2014-04-21,102.5825
2014-04-22,102.6511
2014-04-23,102.7164
2014-04-24,102.7139
2014-04-25,102.7586
2014-04-28,102.7247
2014-04-29,102.6219
2014-04-30,102.4924
2014-05-01,102.4728
2014-05-02,102.4168
2014-05-05,102.3125
2014-05-06,101.9957
2014-05-07,101.9927
2014-05-08,101.9193
2014-05-09,102.2056
2014-05-12,102.2119
2014-05-13,102.2137
2014-05-14,102.1208
2014-05-15,102.2371
2014-05-16,102.1418
2014-05-19,102.0334
2014-05-20,102.2064
2014-05-21,102.2888
2014-05-22,102.2243
2014-05-23,102.2355
2014-05-26,.
2014-05-27,102.3892
2014-05-28,102.4279
2014-05-29,102.2308
2014-05-30,102.3144
2014-06-02,102.5597
2014-06-03,102.6167
2014-06-04,102.6845
2014-06-05,102.5320
2014-06-06,102.4483
2014-06-09,102.4897
2014-06-10,102.5750
2014-06-11,102.4972
2014-06-12,102.3312
2014-06-13,102.4330
2014-06-16,102.4098
2014-06-17,102.6400
2014-06-18,102.6083
2014-06-19,102.3019
2014-06-20,102.3164
2014-06-23,102.1785
2014-06-24,102.2522
2014-06-25,102.1417
2014-06-26,102.0910
2014-06-27,101.9323
2014-06-30,101.7288
2014-07-01,101.6677
2014-07-02,101.7916
2014-07-03,101.8600
2014-07-04,.
2014-07-07,101.9126
2014-07-08,101.8434
2014-07-09,101.7409
2014-07-10,101.8300
2014-07-11,101.9362
2014-07-14,101.9349
2014-07-15,102.1190
2014-07-16,102.1380
2014-07-17,102.2072
2014-07-18,102.2120
2014-07-21,102.1521
2014-07-22,102.1596
2014-07-23,102.1102
2014-07-24,102.2007
2014-07-25,102.3342
2014-07-28,102.3416
2014-07-29,102.5414
2014-07-30,102.8340
2014-07-31,102.9487
2014-08-01,102.9901
2014-08-04,102.9582
2014-08-05,103.1742
2014-08-06,103.1105
2014-08-07,103.1447
2014-08-08,103.0834
2014-08-11,102.9449
2014-08-12,102.9984
2014-08-13,102.9276
2014-08-14,102.8129
2014-08-15,102.7370
2014-08-18,102.6903
2014-08-19,102.8670
2014-08-20,103.0363
2014-08-21,103.1226
2014-08-22,103.2446
2014-08-25,103.3638
2014-08-26,103.3076
2014-08-27,103.1242
2014-08-28,103.1527
2014-08-29,103.1864
2014-09-01,.
2014-09-02,103.5415
2014-09-03,103.3301
2014-09-04,103.7203
2014-09-05,103.6729
2014-09-08,103.8462
2014-09-09,104.3100
2014-09-10,104.3013
2014-09-11,104.3625
2014-09-12,104.5256
2014-09-15,104.6051
2014-09-16,104.3452
2014-09-17,104.4092
2014-09-18,104.6501
2014-09-19,104.8520
2014-09-22,104.9770
2014-09-23,105.0118
2014-09-24,105.1423
2014-09-25,105.3914
2014-09-26,105.7005
2014-09-29,105.8965
2014-09-30,106.0459
2014-10-01,106.0653
2014-10-02,105.8174
2014-10-03,106.4826
2014-10-06,106.0706
2014-10-07,105.9703
2014-10-08,106.0310
2014-10-09,105.6867
2014-10-10,105.9348
2014-10-13,.
2014-10-14,105.8929
2014-10-15,105.8387
2014-10-16,105.7859
2014-10-17,105.8073
2014-10-20,105.7840
2014-10-21,105.7405
2014-10-22,105.9534
2014-10-23,106.1087
2014-10-24,105.9913
2014-10-27,106.0561
2014-10-28,105.7422
2014-10-29,105.5414
2014-10-30,105.9634
2014-10-31,106.6606
2014-11-03,107.1002
2014-11-04,107.1183
2014-11-05,107.4078
2014-11-06,107.7351
2014-11-07,107.6473
2014-11-10,107.5362
2014-11-11,.
2014-11-12,107.5179
2014-11-13,107.7285
2014-11-14,107.7483
2014-11-17,107.8593
2014-11-18,107.6457
2014-11-19,107.8857
2014-11-20,107.9037
2014-11-21,107.9372
2014-11-24,108.0770
2014-11-25,107.9473
2014-11-26,107.8798
2014-11-27,.
2014-11-28,108.7920
2014-12-01,108.6889
2014-12-02,109.2679
2014-12-03,109.3944
2014-12-04,109.2371
2014-12-05,109.9212
2014-12-08,110.1698
2014-12-09,109.6869
2014-12-10,109.8901
2014-12-11,110.3414
2014-12-12,110.3087
2014-12-15,110.6752
2014-12-16,110.5547
2014-12-17,110.5110
2014-12-18,110.7454
2014-12-19,111.0141
2014-12-22,110.9087
2014-12-23,111.2568
2014-12-24,111.1898
2014-12-25,.
2014-12-26,111.1749
2014-12-29,111.3299
2014-12-30,111.0036
2014-12-31,111.2766
2015-01-01,.
2015-01-02,111.8409
2015-01-05,112.4825
2015-01-06,112.2582
2015-01-07,112.5917
2015-01-08,112.2166
2015-01-09,112.0617
2015-01-12,112.1751
2015-01-13,112.2195
2015-01-14,112.0339
2015-01-15,112.0482
2015-01-16,112.2160
2015-01-19,.
2015-01-20,112.5458
2015-01-21,112.7622
2015-01-22,112.8767
2015-01-23,113.3187
2015-01-26,113.5214
2015-01-27,113.1746
2015-01-28,113.5069
2015-01-29,114.3076
2015-01-30,114.6316
2015-02-02,114.2490
2015-02-03,113.6244
2015-02-04,113.7970
2015-02-05,113.5214
2015-02-06,114.1560
2015-02-09,114.0069
2015-02-10,114.2997
2015-02-11,114.8060
2015-02-12,113.9722
2015-02-13,113.8477
2015-02-16,.
2015-02-17,113.9823
2015-02-18,114.2839
2015-02-19,114.1707
2015-02-20,114.3643
2015-02-23,114.5816
2015-02-24,114.5787
2015-02-25,114.0739
2015-02-26,114.5000
2015-02-27,114.6291
2015-03-02,114.8505
2015-03-03,114.5850
2015-03-04,115.1531
2015-03-05,115.4702
2015-03-06,116.4099
2015-03-09,116.5084
2015-03-10,117.1371
2015-03-11,117.5183
2015-03-12,117.1525
2015-03-13,117.8860
2015-03-16,117.6169
2015-03-17,117.5178
2015-03-18,117.2884
2015-03-19,117.0176
2015-03-20,116.0377
2015-03-23,115.3673
2015-03-24,115.2651
2015-03-25,115.0968
2015-03-26,115.3858
2015-03-27,115.7286
2015-03-30,116.2050
2015-03-31,116.2540
2015-04-01,115.8532
2015-04-02,115.4403
2015-04-03,114.6553
2015-04-06,114.5390
2015-04-07,115.2054
2015-04-08,115.1771
2015-04-09,115.7487
2015-04-10,116.1864
2015-04-13,116.4913
2015-04-14,115.7834
2015-04-15,115.9014
2015-04-16,115.0004
2015-04-17,115.0753
2015-04-20,115.2598
2015-04-21,115.3335
2015-04-22,115.3345
2015-04-23,114.9206
2015-04-24,114.6486
2015-04-27,114.4880
2015-04-28,113.9027
2015-04-29,113.3599
2015-04-30,114.1061
2015-05-01,114.4215
2015-05-04,114.4684
2015-05-05,114.0382
2015-05-06,113.4857
2015-05-07,113.9972
2015-05-08,113.6798
2015-05-11,114.1760
2015-05-12,113.7607
2015-05-13,113.2108
2015-05-14,113.0797
2015-05-15,112.8482
2015-05-18,113.4099
2015-05-19,114.1444
2015-05-20,114.3739
2015-05-21,114.1889
2015-05-22,114.6315
2015-05-25,.
2015-05-26,115.5373
2015-05-27,115.7208
2015-05-28,115.7435
2015-05-29,115.5625
2015-06-01,116.0589
2015-06-02,115.3036
2015-06-03,115.0052
2015-06-04,115.3755
2015-06-05,116.0480
2015-06-08,115.7034
2015-06-09,115.1595
2015-06-10,114.7231
2015-06-11,115.0179
2015-06-12,114.8460
2015-06-15,114.9345
2015-06-16,114.9816
2015-06-17,115.0118
2015-06-18,114.0412
2015-06-19,114.3983
2015-06-22,114.3219
2015-06-23,114.9009
2015-06-24,115.1896
2015-06-25,115.1037
2015-06-26,115.3794
2015-06-29,115.3560
2015-06-30,115.4649
2015-07-01,115.9494
2015-07-02,115.8498
2015-07-03,.
2015-07-06,116.0975
2015-07-07,116.7271
2015-07-08,116.4031
2015-07-09,116.4888
2015-07-10,116.1497
2015-07-13,116.5284
2015-07-14,116.4495
2015-07-15,116.9755
2015-07-16,117.1355
2015-07-17,117.4979
2015-07-20,117.6692
2015-07-21,117.3557
2015-07-22,117.7656
2015-07-23,117.7422
2015-07-24,118.0161
2015-07-27,117.7154
2015-07-28,117.7170
2015-07-29,117.6245
2015-07-30,118.4760
2015-07-31,117.8293
2015-08-03,118.2828
2015-08-04,118.2884
2015-08-05,118.9296
2015-08-06,118.7988
2015-08-07,118.5109
2015-08-10,118.2678
2015-08-11,119.2148
2015-08-12,118.8466
2015-08-13,119.2800
2015-08-14,119.3071
2015-08-17,119.5568
2015-08-18,119.6767
2015-08-19,119.8521
2015-08-20,119.5513
2015-08-21,119.6046
2015-08-24,119.4220
2015-08-25,119.8043
2015-08-26,120.0090
2015-08-27,119.8577
2015-08-28,120.0110
2015-08-31,119.8776
2015-09-01,119.7627
2015-09-02,120.0935
2015-09-03,120.1570
2015-09-04,120.4158
2015-09-07,.
2015-09-08,120.1644
2015-09-09,120.3013
2015-09-10,120.0133
2015-09-11,119.9764
2015-09-14,119.8500
2015-09-15,119.9673
2015-09-16,119.4328
2015-09-17,119.4300
2015-09-18,119.1352
2015-09-21,119.9821
2015-09-22,120.5499
2015-09-23,121.0056
2015-09-24,120.8098
2015-09-25,120.7203
2015-09-28,120.7522
2015-09-29,120.8636
2015-09-30,120.6347
2015-10-01,120.3678
2015-10-02,120.0350
2015-10-05,119.7369
2015-10-06,119.4256
2015-10-07,119.0624
2015-10-08,118.8917
2015-10-09,118.2849
2015-10-12,.
2015-10-13,118.6232
2015-10-14,118.3447
2015-10-15,117.8397
2015-10-16,118.2002
2015-10-19,118.6193
2015-10-20,118.5671
2015-10-21,119.0213
2015-10-22,119.2735
2015-10-23,119.6421
2015-10-26,119.4201
2015-10-27,119.7169
2015-10-28,119.4528
2015-10-29,120.0524
2015-10-30,119.4196
2015-11-02,119.4224
2015-11-03,119.4329
2015-11-04,119.9209
2015-11-05,120.0097
2015-11-06,120.9235
2015-11-09,121.1827
2015-11-10,121.2548
2015-11-11,.
2015-11-12,121.1017
2015-11-13,121.3516
2015-11-16,121.5319
2015-11-17,121.6323
2015-11-18,121.6842
2015-11-19,120.8816
2015-11-20,121.0540
2015-11-23,121.4104
2015-11-24,121.0324
2015-11-25,121.1514
2015-11-26,.
2015-11-27,121.5695
2015-11-30,121.6117
2015-12-01,121.3858
2015-12-02,121.6395
2015-12-03,120.9325
2015-12-04,120.8503
2015-12-07,121.6648
2015-12-08,121.9180
2015-12-09,121.5961
2015-12-10,121.6730
2015-12-11,122.1773
2015-12-14,122.2098
2015-12-15,122.2838
2015-12-16,122.4265
2015-12-17,123.2770
2015-12-18,122.7210
2015-12-21,122.8346
2015-12-22,122.6157
2015-12-23,122.5626
2015-12-24,122.4696
2015-12-25,.
2015-12-28,122.4847
2015-12-29,122.5988
2015-12-30,122.9458
2015-12-31,122.7709
2016-01-01,.
2016-01-04,123.6929
2016-01-05,123.7740
2016-01-06,124.1992
2016-01-07,124.2812
2016-01-08,124.6539
2016-01-11,124.6357
2016-01-12,124.9280
2016-01-13,124.7564
2016-01-14,125.0039
2016-01-15,125.3626
2016-01-18,.
2016-01-19,125.4068
2016-01-20,125.9840
2016-01-21,125.6384
2016-01-22,125.3718
2016-01-25,125.6244
2016-01-26,125.2761
2016-01-27,125.1146
2016-01-28,124.8181
2016-01-29,125.1342
2016-02-01,124.9300
2016-02-02,125.2043
2016-02-03,124.2652
2016-02-04,123.1948
2016-02-05,123.9086
2016-02-08,124.0496
2016-02-09,123.7730
2016-02-10,123.8906
2016-02-11,123.8013
2016-02-12,123.9271
2016-02-15,.
2016-02-16,124.0131
2016-02-17,123.3877
2016-02-18,123.4086
2016-02-19,123.4912
2016-02-22,123.2990
2016-02-23,123.6668
2016-02-24,123.6557
2016-02-25,123.4219
2016-02-26,123.8895
2016-02-29,123.7694
2016-03-01,123.4263
2016-03-02,123.2988
2016-03-03,122.7182
2016-03-04,122.0426
2016-03-07,122.0398
2016-03-08,122.2703
2016-03-09,121.8477
2016-03-10,121.8399
2016-03-11,121.2693
2016-03-14,121.6902
2016-03-15,122.1013
2016-03-16,122.3051
2016-03-17,119.9002
2016-03-18,119.8594
2016-03-21,120.1925
2016-03-22,120.2167
2016-03-23,121.0072
2016-03-24,121.3006
2016-03-25,121.2496
2016-03-28,120.8513
2016-03-29,120.8743
2016-03-30,119.6551
2016-03-31,119.2912
2016-04-01,119.7030
2016-04-04,119.8350
2016-04-05,120.3716
2016-04-06,119.9539
2016-04-07,120.2687
2016-04-08,119.7988
2016-04-11,119.3462
2016-04-12,119.1878
2016-04-13,119.5343
2016-04-14,119.5583
2016-04-15,119.5789
2016-04-18,119.3827
2016-04-19,118.6406
2016-04-20,118.7623
2016-04-21,119.2661
2016-04-22,119.6956
2016-04-25,119.6487
2016-04-26,119.2174
2016-04-27,119.3103
2016-04-28,118.6206
2016-04-29,118.2420
